timestamp,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base,Taker_buy_quote,Ignore
2025-05-27 04:36:00-04:00,2637.66,2639.45,2636.3,2636.59,5987.296,1748335019999,15797329.04785,5471,1680.68,4433923.61498,0
2025-05-27 04:37:00-04:00,2636.6,2636.9,2634.18,2635.32,6296.982,1748335079999,16592907.9112,6103,2979.966,7852621.71563,0
2025-05-27 04:38:00-04:00,2635.31,2639.68,2634.67,2638.79,10130.975,1748335139999,26724531.72508,8552,6857.597,18089595.43035,0
2025-05-27 04:39:00-04:00,2638.78,2640.12,2637.65,2637.65,5398.518,1748335199999,14246362.57642,5176,2696.294,7115572.1759,0
2025-05-27 04:40:00-04:00,2637.66,2639.86,2637.14,2638.58,7418.819,1748335259999,19575081.78106,7956,2785.622,7349417.97343,0
2025-05-27 04:41:00-04:00,2638.58,2639.4,2637.4,2637.42,3439.532,1748335319999,9075415.43947,3886,1437.397,3792595.72291,0
2025-05-27 04:42:00-04:00,2637.42,2638.48,2637.13,2637.7,2444.73,1748335379999,6448322.92488,3183,1293.236,3411061.29821,0
2025-05-27 04:43:00-04:00,2637.71,2637.71,2632.35,2633.41,21788.252,1748335439999,57407156.40477,10140,3184.351,8388066.30008,0
2025-05-27 04:44:00-04:00,2633.42,2634.19,2630.0,2632.96,12924.453,1748335499999,34012842.33256,9997,5205.706,13698996.88451,0
2025-05-27 04:45:00-04:00,2632.99,2640.85,2632.99,2638.2,18042.574,1748335559999,47586786.63746,13303,13628.592,35947094.72026,0
2025-05-27 04:46:00-04:00,2638.2,2639.54,2636.74,2636.74,4333.896,1748335619999,11434862.14507,5241,2200.572,5805980.92484,0
2025-05-27 04:47:00-04:00,2636.73,2637.96,2636.36,2636.86,4078.997,1748335679999,10756375.08472,4412,1635.696,4313233.49014,0
2025-05-27 04:48:00-04:00,2636.86,2636.92,2635.25,2636.17,3441.459,1748335739999,9072551.08587,4384,1275.161,3361475.26475,0
2025-05-27 04:49:00-04:00,2636.17,2636.19,2633.55,2634.44,3044.995,1748335799999,8023500.15568,3779,1066.537,2810283.91777,0
2025-05-27 04:50:00-04:00,2634.45,2634.45,2632.45,2633.39,5403.593,1748335859999,14230810.89272,4244,1712.242,4508760.93553,0
2025-05-27 04:51:00-04:00,2633.38,2634.12,2632.42,2633.38,4961.155,1748335919999,13064166.35095,4592,1733.875,4565639.80002,0
2025-05-27 04:52:00-04:00,2633.39,2633.58,2632.26,2633.48,3976.163,1748335979999,10469340.35211,4361,1705.346,4490192.92333,0
2025-05-27 04:53:00-04:00,2633.48,2634.72,2632.14,2634.72,3066.665,1748336039999,8075353.5591,3772,1585.712,4175561.81504,0
2025-05-27 04:54:00-04:00,2634.71,2635.56,2633.8,2634.26,2441.779,1748336099999,6433434.98199,3507,1379.766,3635183.71722,0
2025-05-27 04:55:00-04:00,2634.26,2634.63,2631.4,2633.17,4756.989,1748336159999,12526568.71905,3654,1779.122,4683949.16106,0
2025-05-27 04:56:00-04:00,2633.16,2634.06,2631.69,2632.54,3978.819,1748336219999,10475643.52882,3916,929.378,2446814.03584,0
2025-05-27 04:57:00-04:00,2632.54,2634.66,2631.0,2632.37,4344.153,1748336279999,11435682.3144,4478,1323.591,3484626.04825,0
2025-05-27 04:58:00-04:00,2632.37,2634.22,2630.59,2633.92,4834.207,1748336339999,12723937.28152,4241,2416.052,6359747.61779,0
2025-05-27 04:59:00-04:00,2633.91,2634.54,2633.15,2634.54,2975.044,1748336399999,7836185.46759,2961,1499.052,3948361.87058,0
2025-05-27 05:00:00-04:00,2634.54,2638.0,2634.53,2636.88,10020.393,1748336459999,26418464.72148,7588,7463.317,19676253.03153,0
2025-05-27 05:01:00-04:00,2636.88,2636.99,2634.21,2634.22,3891.905,1748336519999,10258477.42621,3917,1389.618,3662707.49568,0
2025-05-27 05:02:00-04:00,2634.21,2639.33,2634.21,2636.46,6023.867,1748336579999,15889048.17349,8632,3700.024,9759726.82616,0
2025-05-27 05:03:00-04:00,2636.45,2638.96,2635.55,2638.71,4703.666,1748336639999,12406845.93656,7430,3352.092,8842018.79794,0
2025-05-27 05:04:00-04:00,2638.72,2639.92,2637.54,2638.47,4446.974,1748336699999,11734503.78074,5190,2443.447,6447872.34153,0
2025-05-27 05:05:00-04:00,2638.47,2638.63,2635.33,2635.48,2325.759,1748336759999,6132197.49186,3067,771.588,2034402.56564,0
2025-05-27 05:06:00-04:00,2635.48,2638.47,2635.31,2636.8,3929.84,1748336819999,10363970.07393,4744,1838.724,4848709.09086,0
2025-05-27 05:07:00-04:00,2636.8,2638.83,2636.49,2637.71,2068.467,1748336879999,5456206.16941,3249,909.139,2397912.73429,0
2025-05-27 05:08:00-04:00,2637.71,2639.17,2636.36,2636.37,2829.478,1748336939999,7463769.76863,2983,1180.324,3113774.73161,0
2025-05-27 05:09:00-04:00,2636.37,2639.64,2636.28,2639.09,4568.91,1748336999999,12051518.43664,4346,3666.151,9670313.33467,0
